Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6
4279.29,1911.47,-1048.88,5,63,166
20059.4,147939,-9400,88,449,5537
9311.62,37963.6,-3767.61,40,180,2054
10459.6,34582,-4412.76,134,208,1691
16822.3,111404,-6990,44,322,4619
10556.3,24587,-5161,34,203,1314
14388,95056.9,-5910.85,58,294,4249
4824.72,3204.54,-1205.72,35,71,249
5408.24,3678.6,-761.285,49,51,132
22069.4,212441,-14222,64,586,7472
13236.3,79878,-6880,60,272,3539
4001.15,2202.24,-1149.17,20,54,165
5002.41,4234.55,-1080,9,79,317
10466.2,38197,-4910,18,213,1875
4780.95,2869.89,-1233.13,42,67,224
11121.9,115764,-6009,47,246,5727
4580.73,1212.76,-1288.26,12,64,90
25372.5,253583,-15233,74,481,8345
8203.14,4449.45,-2688.67,30,131,271
11933.3,58048,-5589,74,255,2754
9366.18,30504.8,-3428.08,127,171,1747
11107.9,86447.4,-3290,20,220,3450
10780.6,38774.5,-3814.08,44,193,2118
6483.61,5029,-1907,26,104,298
8270.07,20676,-3630,30,142,1256
13462.9,99465,-5279,42,322,4251
8551.26,4672.35,-2534.27,26,131,271
9080.86,20189,-4767,109,164,1065
12005.7,74442,-5532,28,252,3455
6642.2,10329,-3160,15,109,689
13258.4,91207.7,-5420,55,254,3885
11374.1,36070.9,-4132.67,115,208,1691
14380.5,141057,-5580,41,315,5844
9773.64,34345,-3926,27,187,1576
10686.3,43507,-4075,98,182,1993
6400.03,3828.67,-2464.98,68,101,249
5203,4226.32,-1160,14,88,292
15412.8,144651,-5812.1,176,308,6057
13523.1,61215.1,-5870,27,247,2754
13678.4,60300.4,-3800,35,247,2754
7192.66,8352,-1868,21,128,520
9527.82,25791.3,-3365.38,29,174,1415
16836.1,111564,-6600,35,322,4619
18597.2,131156,-10594,9,260,2983
8717.67,16840,-2709.28,73,142,844
12316.9,115536,-3040,38,235,4905
12229.1,51805.8,-3800,29,216,2677
15063.7,151596,-7137,202,308,5743
11257.8,51260.4,-4930,21,216,2677
4872.63,2982.43,-1143.6,36,71,249
18218.5,260837,-10300,61,403,10236
24232.4,476340,-12700,56,483,15505
5914.45,7385.73,-1624.35,49,93,545
5919.63,7157.2,-1636.11,54,93,545
10039.6,61194,-5987,26,216,3281
9045.5,13579.3,-2902.3,18,148,729
8367.08,11980.5,-2534.77,86,128,693
14399.7,178939,-5346,211,372,6983
6000.75,4119.98,-1527.61,125,88,318
10558.5,50057.7,-4567.49,115,209,2534
5858.17,11157.8,-1920.54,23,102,764
11870.3,87124,-2530,22,220,3450
9959.17,28656,-3032,11,141,1259
4265.77,4428.26,-2050,31,85,343
3981.55,2209.75,-1140.13,20,54,165
19953,344133,-9400,101,462,11563
13225.8,72614,-7054,39,252,2259
9883.21,34646,-4441,40,187,1638
20669.6,294545,-11767,124,534,10401
12890.5,78541,-4650,53,272,3539
10989.1,58243,-3388,29,209,2189
16649,180424,-10480,50,356,6857
5939.53,8625,-2332,14,108,585
16764.9,111607,-5990,42,322,4619
10191.7,29056.1,-2500,29,166,1414
7451.13,15177,-2608.32,67,134,970
15038.3,115200,-5100,50,271,4426
10051.2,33891.3,-3482.4,89,176,1922
9517.11,38138.3,-3790.82,38,180,2054
11139.7,28616,-1620,36,166,1414
22267.5,412263,-7620,72,473,14125
10394.9,37775.9,-3240,40,196,1997
14406.8,115072,-6199,55,310,4817
3796.61,1456.33,-1026.6,35,52,133
9219.75,30515.1,-3452.94,129,171,1747
7506.56,5978,-2976,22,150,377
9702.79,36892.9,-4146.49,110,205,1751
12234.1,45138.5,-5891.56,69,273,2061
2363.39,47.8644,-459,6,33,5
13994.7,52524.6,-6074.9,47,288,2334
5121.91,4281.14,-1180,15,79,317
9756.25,38530,-2126,34,209,1524
7905.8,24105,-2635,23,152,1408
7209.32,9947,-2673,23,132,618
9589.16,30103.7,-3260.76,121,171,1747
7268.4,14086.2,-2400.58,82,120,809
5075.09,3338,-2380,18,70,205
9769.03,27508,-2852.64,97,158,1403
15693.8,115159,-4870,55,271,4426
15622.8,128057,-7850,81,351,4913
5778.55,7638.58,-1808.39,73,104,457
14236.4,141315,-5650,46,315,5844
8886.59,27440.2,-2943.37,71,158,1403
14761.4,117228,-8618,43,335,4914
11824.9,62477.3,-4310,40,223,2822
5145.11,4788.35,-1090,22,85,343
18285.2,143332,-5770,74,449,5537
13056.4,47995,-4287,62,246,2190
8917.15,29195.6,-3349.37,42,179,1626
6708.79,8175,-2738,12,120,520
10366,58205.2,-334.365,92,217,2904
10798.6,38044.2,-3925.84,99,205,1751
11486.7,42681.2,-1960,32,166,1414
5320.21,4245.38,-1260,15,88,292
7826.51,9444.61,-3055.8,98,130,490
8532.64,30168.9,-2025.78,50,132,1513
9288.05,23072.6,-2110,11,166,1111
9480.9,27714.2,-2100,25,156,1364
5044.41,3474.18,-812.821,50,51,132
8766.46,26176.9,-2050,25,156,1364
13554.7,110073,-4660,55,271,4426
6769.93,10370,-3270,15,109,689
10063.1,35302.2,-4472.42,110,208,1691
7935.44,4487,-4533,36,180,272
12350.4,100700,-9290,58,324,4432
11713.4,44732.2,-5380,38,215,2188
17830.3,199084,-2450,48,390,7459
7043.2,11948,-1980,43,119,690
16320.1,110762,-5840,34,322,4619
9203.58,27274.7,-2710,24,156,1364
10521.7,33117.8,-4430,44,234,1581
23194.3,515803,-11432.9,130,540,18067
4669.66,3552,-2274,44,75,271
7707.05,25874.1,-3060,31,166,1414
13396.3,41963.3,-2690,49,234,1581
4701.51,4170.53,-1960,9,79,317
11969.8,71478,-5681.96,45,262,3211
16321.9,144540,-7488.98,207,362,5847
13363.8,77686.7,-5557.01,27,262,3211
16960.3,179968,-11634,68,452,7230
8890.69,28084.7,-1850,23,156,1364
5797.26,7251.56,-1767.67,50,93,545
15525,96477.8,-4810,63,254,3885
10936.9,57399.9,-4090,49,223,2822
9759.01,38472.6,-3689.56,42,180,2054
10935.9,28643.1,-3245.54,72,214,1469
9523.82,38655,-5119,99,194,1933
4972.84,4298.96,-1351.71,15,72,340
12419.7,72026.6,-5663.33,29,262,3211
8613.58,20080.4,-3257.29,80,163,1162
8349.54,25515.5,-2440,45,156,1364
11157.5,91690,-7129,170,262,4337
2480.83,52.5249,-625,6,33,5
12703.8,86774,-7466,244,295,3978
8844.26,28644.8,-3250.59,38,179,1626
13220.9,85382,-6764,185,275,3887
10609.9,37995.2,-4189.9,130,205,1751
7392.65,15087.5,-2720.68,75,134,970
15761.9,115343,-5570,49,271,4426
12989.8,79924.7,-4170,38,272,3539
4800.17,3311.08,-1222.2,34,71,249
6757.44,9791,-3311,15,102,616
11309.1,87784.4,-2190,16,220,3450
17364.8,231627,-4317,60,344,7701
14654.1,85332,-5187,197,261,2984
18631,161918,-10829,106,494,6084
10433.5,28618.6,-2610,27,194,1521
9908.07,18263,-4163,30,165,1018
18442.9,201498,-8407,65,369,6292
9737.96,25849.3,-3397.6,29,174,1415
11115.9,27620,-4883,73,188,1165
8367.56,25336.5,-3124.13,42,157,1519
32053.9,829913,-17926,110,637,22296
14272.7,57841,-5890,24,215,2188
5023.48,4241.31,-1305.46,21,72,340
8595.61,17172.9,-2816.88,83,142,844
8525.47,17233.1,-4108.6,79,172,973
16676.1,143336,-7397.09,188,362,5847
7577.23,10674,-2280,14,125,692
22429.3,517059,-12221.6,133,540,18067
25215.1,760488,-20120,149,753,24015
16476,110964,-6900,48,322,4619
5162.77,2807.46,-1183.99,36,67,224
11260.6,50379.4,-5270,24,216,2677
6739.9,12088.5,-1831.68,9,105,765
5585.65,10801.8,-1915.47,13,102,764
9470.42,26827,-5310,54,227,1368
5646.36,4383.27,-345,20,88,292
13877.8,112508,-8213,221,279,4813
5247.3,3471.63,-765.403,49,51,132
8900.25,12235.9,-2797.59,89,136,619
10257.1,82602,-4862,29,190,2966
8936.31,11394.5,-3099.98,41,156,654
10631.3,71083,-5818,83,240,3538
6796.92,12000.5,-1773.02,9,105,765
10393.8,26852.3,-3361.98,21,174,1415
6907.95,4092.53,-2290.87,70,101,249
7819.98,4634.86,-2744.3,31,131,271
10483.9,18021.1,-3717.29,77,172,973
13007.2,88088,-5658,30,232,2900
5719.65,7567.36,-1886.94,77,104,457
12909.9,45154.6,-5885.62,57,273,2061
4216.26,1961.88,-1077.47,6,63,166
4676.94,3134.08,-1231.79,36,71,249
19681.7,334145,-8994,89,457,11881
8029.09,9560.01,-2797.38,20,138,554
15477.1,78491,-9026,46,361,3065
15959.6,117476,-5590,53,271,4426
9289.3,37963.4,-3791.31,39,180,2054
16399.2,258182,-10008,80,413,9680
3597.05,793,-1597,3,46,64
14030.9,73995,-5716,59,274,3213
9900.55,25596.5,-3457.9,21,174,1415
7723.89,10650,-2493,31,137,555
6597.62,7644.06,-1647.9,69,104,457
8073.11,12853.2,-2730.2,15,132,806
12443.6,75380,-5810,38,252,3212
36025.1,1352090,-19150,506,943,29097
6036.77,11053.6,-1876.03,28,102,764
8101.63,25110,-3365,22,151,1411
8398.57,20675.5,-3483.95,84,163,1162
14153.3,52032.8,-5815.39,55,288,2334
7630.29,5313.23,-2240,23,86,205
7824.87,12850.3,-2803.88,15,132,806
5240.54,4306.44,-979,9,79,317
11541.8,73773.7,-4460,20,249,3630
10468.1,35534,-1313,59,202,1870
11664.1,47445.4,-5190,26,215,2188
21693.7,411327,-8580,59,473,14125
14325.8,69952.8,-3060,76,224,2192
11474.5,54138,-7100,30,254,2681
11443.4,38858.6,-1980,28,166,1414
11599,43552.2,-3160,28,166,1414
9402.14,38512.8,-2350,15,196,1885
8954.43,12074.3,-2628.98,91,136,619
9141.83,29580.8,-3181.79,104,171,1747
9551.67,33387.5,-3587.91,92,176,1922
15319,77664.1,-6526.51,92,320,3466
3698.31,1264.57,-1056.03,3,51,102
6977.83,4124,-3333,47,112,292
7750.82,19685,-3099,89,167,1206
12780,40390,-7238,49,240,1582
9212.04,20353,-5027,14,179,1116
21898.5,411592,-7920,68,473,14125
5691.63,3970.86,-2610,19,86,205
22776.7,410847,-9860,61,473,14125
8833.01,26455.9,-2430,29,156,1364
16432.7,112274,-5308,32,335,4248
5328.99,3456.15,-722.181,31,51,132
5356.63,1809.09,-1475.83,22,76,147
8877.82,18059,-2321,22,153,1019
12454.7,71253.2,-5399.54,46,262,3211
9492.45,33284.1,-3505.28,84,176,1922
8847.18,25385.8,-3122.92,34,157,1519
4937.95,3238.14,-1188.27,29,71,249
12232.9,51681.8,-3060,49,224,2192
2929.34,58.6641,-177,92,33,5
9292.5,20645,-3057,24,154,1063
8621.98,16828.5,-2771.61,80,142,844
8103.57,9424.79,-2999.65,18,138,554
16013.5,158878,-9898,50,347,5642
14942.3,94688.2,-4010,67,254,3885
9273.11,27343.8,-2160,27,194,1521
5803.84,7080.71,-1665.26,50,93,545
13708.3,142243,-6245.81,160,308,6057
10216.6,34841.2,-4388.45,125,208,1691
10217.1,45014.9,-5070,33,215,2188
6960.35,6453.29,-2191.89,32,108,428
11896.6,57950,-5010,101,209,2602
7703.81,25476.7,-3131.72,28,157,1519
8099.01,11313,-2925,30,166,731
7484.24,11864,-3752,85,132,730
8702.26,38637.6,-3937.38,46,180,2054
7134.52,4780.65,-2470,12,86,205
8519.55,21607,-2869.96,82,145,1156
13499.5,141175,-6250.17,178,308,6057
12973.2,50791,-6804,151,288,2328
26160.6,301550,-10453,111,541,6647
10340.6,38910,-3988.31,27,193,2118
10406.6,33142.6,-3308.47,72,176,1922
8503.55,25101.9,-3166.67,25,157,1519
3839.97,2190.91,-1165.78,20,54,165
11886.5,47536.2,-5210,23,215,2188
14109,87504.9,-7195.81,207,296,3464
19805.1,315037,-11862,155,414,10385
24789.1,461308,-10800,40,483,15505
13123.1,51468.4,-4040,35,234,2464
13322.9,51137.7,-3720,36,234,2464
12827.8,83655.8,-2990,30,220,3450
12696.7,116929,-2770,48,235,4905
2256.67,72.3458,-375,8,33,5
7122.78,3921.14,-2050.75,73,101,249
5090.28,3447,-1348,9,81,247
5064,1755.06,-1466.36,16,76,147
10020.4,26756.9,-3277.48,22,174,1415
11097.1,47352,-6153,42,211,2248
13584,51304.1,-4350,31,234,2464
7114.44,14646,-3758,17,126,806
19839.5,179257,-9884,49,396,6076
10073.4,38197,-4051.75,21,193,2118
12492.7,57913.7,-2450,60,223,2822
9465.64,29071.2,-2230,29,156,1364
18801.1,145690,-6140.1,141,362,5847
18747.4,251499,-12190,69,470,9008
13883.6,71792,-4577,56,287,3215
8002.74,16577,-2570,19,129,928
8353.16,9894.1,-2370.49,21,123,621
13849.5,140817,-6051.72,159,308,6057
13384.1,59705.8,-3910,40,224,2192
10729.4,22956,-4078,64,172,1256
9593.41,27348,-5422,86,191,1522
9592.67,25927.6,-3330.62,23,174,1415
12498.3,73480.2,-4840,26,249,3630
13006.1,47127.7,-5839.02,58,273,2061
9912.71,26358.8,-2847.02,96,158,1403
23102.2,516465,-11454.7,136,540,18067
7414.79,13978.3,-2404.21,95,120,809
3529.01,2145.4,-1116.22,20,54,165
13197.7,60112.4,-4820,27,247,2754
5855.3,4718.89,-1290,23,85,343
10539.4,57689.4,-4488.48,138,217,2904
11162.6,30961,-4284,12,212,1365
8668.52,12739.9,-2589.41,91,136,619
6325.03,7802.57,-1693.64,67,104,457
15878.9,115820,-4380,59,271,4426
12703.5,56475,-4502,49,278,2752
9298.1,16407,-3554,83,171,849
7677.8,9436.2,-2946.74,98,130,490
8399.17,26423,-2220,27,156,1364
6991.69,7931,-3310,24,116,430
9852.88,10548.6,-2690,36,154,587
11140.6,49305.6,-4310,26,216,2677
18389.5,125450,-7255,75,363,4437
21557.5,284368,-16745,52,513,9696
8086.67,16670,-2812.32,81,142,844
6965.81,7481.82,-1490,21,111,453
8426.37,28769,-3465.09,36,179,1626
9785.12,17230.3,-3818.47,69,172,973
3951.19,2145.01,-1046.51,23,54,165
8910.83,20511,-3506.26,95,163,1162
