Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Label
10320,35123.2,-4472.45,125,208,1691,4
24564.4,265084,-11100,81,540,8870,4
9712.26,13467,-4275,30,179,768,1
4064.88,2175.7,-1091.2,20,54,165,2
6687.26,10381.9,-3060,27,109,689,3
9500.4,37878.2,-3801.33,39,180,2054,5
8678.9,20324,-3497,94,163,1162,4
16182.9,162369,-7575.43,80,352,6744,2
9530,38066,-3753.02,37,180,2054,5
5761.05,11051.1,-1942.5,20,102,764,4
13427.5,84741,-7452,28,294,3377,1
8537.14,12327.1,-2528.7,83,128,693,4
5662.17,5412.76,-1520,26,85,343,5
8887.81,17363,-3697,72,185,1026,1
9800.93,32580.9,-3524.82,95,176,1922,4
16801.2,162791,-7493.42,85,352,6744,2
6922.14,11061,-3037,18,120,691,1
10427.8,49118.6,-4490,26,216,2677,4
20201.2,149687,-8964,120,430,5126,1
9817.61,10043.1,-1610,36,154,587,3
4613.46,4314.89,-1430,24,85,343,2
10414.9,69386,-4704,74,220,3530,1
2580.85,51.257,-585,8,33,5,5
15323.3,117552,-4300,52,271,4426,2
6843.42,13963.9,-2390.98,89,120,809,3
10587.3,85612.7,-2250,18,220,3450,3
9018.75,10415.6,-2743.04,98,139,587,4
9777.73,27021.2,-3334.96,30,174,1415,3
12832.4,51315.4,-3290,32,234,2464,3
12274,71561,-5733.48,28,262,3211,5
8473.28,9710.12,-2786.67,21,138,554,4
7621,10270,-2444,45,126,621,1
3925.72,2797.49,-1414.3,32,67,224,4
8651.39,23674.2,-3180.36,21,154,1252,1
5417.24,5279,-2695,23,88,370,1
8293.23,26234.3,-3120,29,156,1364,4
10331.4,28222.9,-2721.22,81,158,1403,4
4973.97,3277.06,-1196.47,36,71,249,3
7329.39,9279.51,-3167.47,15,138,554,2
20378.7,277026,-8123,87,420,7714,1
5103.41,4220.3,-1120,21,85,343,5
7593.35,10148,-2145,52,135,622,1
9880.12,18701,-4093,81,137,849,1
8877.61,6679,-3192,22,123,398,1
11256.1,27799.8,-1110,35,166,1111,3
4321.38,1917.79,-1055.43,5,63,166,3
9135.34,9994.75,-2900,35,154,587,3
17010.5,111172,-5440,42,322,4619,4
7442.35,4433.28,-2450,26,86,205,2
6867.66,13554.4,-1511.16,21,96,804,2
12474.2,58068.7,-2640,37,223,2822,5
10625.4,54894,-5631,69,222,2672,1
5858.34,10850.4,-1876.73,20,102,764,4
13622.5,52309.4,-6105,52,288,2334,4
13493.7,50850.5,-3700,40,234,2464,2
6657.33,10353.5,-3660,15,109,689,3
11448,103044,-6929,66,249,4907,1
13428.8,58786.6,-2280,71,223,2822,5
6611.83,6833.75,-2000,160,109,486,3
37483.9,1332080,-21065,161,954,35169,1
13060.3,90607.5,-6100,56,254,3885,3
11260.6,50379.4,-5270,24,216,2677,2
8314.35,25311.7,-3153.26,34,157,1519,3
11474.5,54138,-7100,30,254,2681,1
6914.24,14084.4,-1475.26,13,96,804,3
16028,115845,-5740,52,271,4426,3
11967.4,76136,-5349,22,200,3448,1
9602.27,11305.7,-2610.36,84,139,587,5
10532,37933.1,-4229.97,116,205,1751,3
20734.5,526515,-13947,92,574,17322,1
12763.8,58616.8,-350,63,223,2822,4
4927.66,2753.8,-1261.78,51,67,224,2
9290.48,24048,-5443,35,180,1362,1
12704.3,103977,-2730,16,220,3450,3
21941.5,515806,-11536.7,146,540,18067,4
12266.5,88168,-6351,37,268,3974,1
12954.4,70699,-5573.89,44,262,3211,5
6860.79,5251.06,-2160.35,61,107,346,3
8649.42,21504,-3789,18,154,1201,1
11020.5,83593.5,-1300,25,220,3450,3
9709.64,14763.2,-2788.68,23,148,729,5
8325.8,25225.9,-3209.44,27,157,1519,3
13734.5,101644,-7282,53,258,4710,1
10425.6,34081.6,-3333.25,89,176,1922,4
10648,39048.1,-3947.54,20,193,2118,3
15831.8,101989,-6468,93,340,3797,1
8690.52,11163,-3200.64,48,156,654,5
5962.68,7271.86,-1647.73,49,93,545,3
8835.86,12472.6,-2758.81,93,136,619,3
7612.55,9270.4,-3051.22,16,138,554,2
10935.9,28643.1,-3245.54,72,214,1469,4
11694.4,59501.3,-7530,35,247,2754,3
14926,80741.8,-7036.31,67,320,3466,5
8107,10299,-1539,15,106,456,1
7664.27,4860.93,-1800,26,86,205,3
10974.5,51180.3,-4391.38,96,209,2534,5
13888.1,52309,-5646.8,73,288,2334,4
4873.08,2764.08,-1197.95,40,67,224,4
12167.9,73491.5,-4200,25,249,3630,5
12364.5,56224.6,-1550,61,223,2822,4
6621.48,17858,-2851,16,118,1062,1
10406.2,34485.6,-4341.5,133,208,1691,4
5112.59,4166.29,-1190,11,79,317,2
9787.36,24082,-5178,43,135,1020,1
9493.78,10207,-3130,45,154,587,2
15103.3,60845.5,-6558.37,141,305,2610,3
12850.1,74233.4,-159,25,249,3630,2
6545.89,12131.5,-1789.58,13,105,765,2
10170.2,35393.9,-4307.49,116,208,1691,4
11921.9,19529.9,-2000,26,168,772,5
14405.3,140135,-5750,41,315,5844,3
10423.7,38961.9,-4098.83,27,193,2118,4
11687.8,53544,-6095,43,256,2609,1
15415.7,109520,-6320,34,322,4619,3
3930.58,1937.16,-1095.52,6,63,166,3
13228.5,32191,-4957,42,211,1471,1
7596.97,6866.33,-2069.96,34,108,428,5
15144.3,132377,-8608,114,310,5218,1
15060.5,115975,-3910,56,271,4426,3
14405.8,73996,-3841,40,303,2901,1
16658.3,126664,-10596,275,340,5324,1
8237.04,4654.11,-2699.01,24,131,271,4
10630.1,67105,-4794,25,241,3209,1
15142,60470.1,-6498.04,147,305,2610,3
23800.5,266221,-12900,74,540,8870,3
12377.9,71569.7,-5625.49,27,262,3211,5
15443,114875,-4720,49,271,4426,3
9177.7,39007.9,-2200,21,196,1885,3
11664.1,47445.4,-5190,26,215,2188,3
17564.4,364615,-10537,214,442,12655,1
10652,27457.8,-4406.64,56,214,1469,5
9514.69,39271.5,-2720,26,196,1885,3
9280.24,16571.2,-1019.55,0,142,844,5
15847.8,115281,-4560,69,271,4426,3
10291.9,51302.8,-2210,31,216,2677,4
6374.47,4885.4,-2169.49,39,107,346,3
12758.1,62379,-5684,46,237,2746,1
7729.12,4695,-2681.89,24,131,271,4
3915.38,1467.78,-1017.12,41,52,133,2
18668.6,62693,-3831,38,289,2193,1
18034.9,161828,-5780,77,388,6290,3
10662.4,57064.3,-4578.11,127,217,2904,2
10041.3,26707.9,-3399.67,27,174,1415,4
8821.32,12276.4,-2715.37,93,136,619,4
12961.4,60888,-4800,33,247,2754,3
6733.02,11927.7,-1690.15,20,105,765,4
17435,172004,-9250,75,371,6516,1
8535.96,13514.6,-2970.68,14,148,729,3
8387.46,20518,-4445,40,174,1164,1
3915.43,2164.03,-1146.73,20,54,165,2
14333.8,81063,-6370,226,257,3371,1
20444,192110,-4560,90,403,6746,4
2427.73,63.4633,-407,96,33,5,2
11256.7,43591.3,-2010,26,166,1414,4
10019.7,43592,-4865,29,200,2392,1
11977.9,33201.3,-1340,31,234,1581,3
11859.7,59268,-2380,73,223,2822,5
12199.5,71452.4,-5706,28,262,3211,5
8711.01,20103.2,-3322.03,79,163,1162,5
21234,318054,-11829,107,535,10831,1
9293.42,14120,-4559,24,213,736,1
14816,59379.5,-6662.26,166,305,2610,2
12307.9,73589.5,-5200,23,249,3630,2
23987.3,465821,-12400,47,483,15505,2
7420.34,27005.9,-2955.01,97,156,1521,5
8029.09,9560.01,-2797.38,20,138,554,4
5749.86,4126.49,-1576.45,126,88,318,2
12015.9,81386,-4906,47,235,3794,1
8382.16,4671.07,-2579.36,24,131,271,4
9394.06,27202,-4895,113,174,1467,1
10831.5,38480.2,-4170.23,119,205,1751,3
9230.07,21832.1,-2801.29,74,145,1156,4
13717.9,52146.2,-6101.72,59,288,2334,5
8010.19,9509.42,-3024.99,91,130,490,2
9361.69,12592.1,-2543.56,75,136,619,5
6960.35,6453.29,-2191.89,32,108,428,5
20601,411237,-11000,66,473,14125,2
4885.26,7598,-1470,9,88,582,1
3838.67,1782.72,-1120.74,17,63,166,3
10614.8,28627.3,-2830,24,194,1521,4
8147.38,12840.7,-2671.78,15,132,806,4
8641.7,25800.3,-2650,49,156,1364,5
9371.28,37758.5,-3754.76,50,180,2054,5
10892,57433.6,-4586.52,124,217,2904,3
21002.2,245444,-14600,81,540,8870,3
7238.36,4554,-3917,48,113,271,1
12284.5,113801,-3370,48,235,4905,2
7266.54,12268,-1791,21,119,727,1
19800,235543,-12300,95,537,8350,3
14869.9,141274,-4170,52,315,5844,3
2436.24,52.1987,-426,8,33,5,5
6206.1,7067.72,-1534.49,47,93,545,3
5745.48,4424.91,-1120,16,88,292,2
15878.8,116462,-4400,54,271,4426,3
13166,59792.6,-2920,41,224,2192,4
25413.8,478330,-10700,49,483,15505,4
6063.84,10326.1,-3860,14,109,689,3
17944.7,171938,-6960,30,339,5849,1
8540.23,30322.8,-2049.05,34,132,1513,4
10699.8,37710.8,-4107.97,129,205,1751,2
14654.1,85332,-5187,197,261,2984,1
6229.19,7295.97,-1595.22,50,93,545,2
9774.88,14423.7,-2739.35,23,148,729,4
14931.4,96727,-6876,30,258,3293,1
6728.96,13728.5,-1531.77,22,96,804,3
9945.9,27277.1,-2543.04,108,158,1403,4
7950.11,12825.3,-2716.48,15,132,806,4
5021.28,3096.73,-1173.1,36,71,249,2
22134.8,410557,-9480,67,473,14125,2
10627.2,38359.7,-3830,40,196,1997,4
16777.4,161094,-12800,83,388,6290,3
5834.93,7665.17,-1913.24,69,104,457,3
21046.4,279261,-10219.3,71,468,9276,5
13495.3,132598,-7927,218,301,5529,1
23014.3,467403,-12900,43,483,15505,3
2508.42,51.6632,-274,96,33,5,3
11377.5,69069.1,-5226.93,137,247,3373,5
4842.01,2932.41,-1240.23,48,67,224,3
18962.5,256628,-10289,154,447,7595,1
13698.2,61033,-5050,30,247,2754,4
6537.92,13599.5,-1581.42,30,96,804,5
7276.24,9422.4,-3187.35,21,138,554,3
12630.4,75387,-3520,23,249,3630,2
16563.6,110065,-5100,37,322,4619,4
24275.2,474011,-12000,40,483,15505,3
6038.51,7463.7,-1499.3,9,80,395,1
9106.91,48180.2,-6350,20,216,2677,3
4022.14,2115.05,-1047.73,22,54,165,2
5033.14,1400.14,-742.116,14,51,102,5
7955.62,27162.8,-2858.31,87,156,1521,4
9564.37,15503,-4393,33,190,774,1
21731.8,170284,-7230,91,449,5537,2
2491.23,52.2254,-656,8,33,5,5
4152.18,1991.93,-1075.15,7,63,166,3
12965.8,74057.7,-4030,29,249,3630,2
12931.7,37830.3,-1860,42,234,1581,2
9537.18,26673.2,-3275.38,26,174,1415,4
12799,69920,-6881,63,265,3053,1
13937.8,51183.7,-4290,38,234,2464,2
9134.71,17189.5,-4187.34,31,183,931,2
15179.2,72177,-6459,143,280,2398,1
7326.49,9462.89,-3101.89,20,138,554,2
5814.6,11133.1,-1958.78,25,102,764,5
11184.4,86290,-6738,38,235,3970,1
16728.4,162162,-7754.51,76,352,6744,3
13893.2,62405,-5967,207,265,2060,1
9680.1,30163.9,-3224.97,125,171,1747,5
8047.74,9814.76,-2376.52,14,123,621,4
13414,95844.9,-5761.78,46,294,4249,5
13198.2,61444.7,-6910,31,247,2754,3
14036.3,59502,-6391,53,282,2133,1
15324.3,175107,-7108,51,363,6979,1
23020.9,516569,-11029.2,130,540,18067,4
11176,18259.1,-3331.32,55,172,973,4
6400.31,7534.34,-1459.57,34,93,545,5
10224.8,34999.8,-3367.52,73,176,1922,5
14481.3,141087,-4390,62,315,5844,4
9910.85,34911.6,-3549.74,84,176,1922,4
5209.72,2973.84,-1167.64,49,67,224,4
13192.6,90509.7,-5390,48,254,3885,3
13777.7,51552,-5110,41,234,2464,3
9739.95,35558.1,-4451.32,120,208,1691,5
15990.7,162381,-7684.56,74,352,6744,2
4163.79,1946.24,-1074.51,5,63,166,3
8425.71,27294.6,-2968.33,83,156,1521,5
9215.98,17570.2,-4273.69,32,183,931,5
13214.5,78461,-7165,41,283,3462,1
12641.3,51023.1,-5270,34,234,2464,2
9094.65,11354.9,-2984.71,36,156,654,4
9819.07,34555.5,-4462.35,121,208,1691,5
12418.3,74810.2,-4010,26,249,3630,2
6075.08,7077.16,-1604.77,48,93,545,4
11002.8,70251,-6125,110,223,3209,1
7982.94,25708.7,-1870,30,156,1364,3
18400.6,255035,-9731,90,476,9687,1
6897.16,5227.29,-2159.21,59,107,346,3
15501.7,144684,-5799.58,169,308,6057,4
9608.71,26219.8,-3363.29,38,174,1415,4
24200.6,319349,-13216,361,559,9832,1
12107.5,73674.2,-3170,22,249,3630,2
7352.39,15320,-3916,32,149,934,1
9957.01,34845.2,-3726.84,90,176,1922,5
2447.2,64.2435,-425,96,33,5,2
9755.62,39124.4,-2950,22,196,1885,3
2417.58,51.6653,-512,96,33,5,2
11895.2,92624,-5161,50,263,4520,1
11073.9,69620.6,-5312.29,144,247,3373,5
17176.8,129047,-8491,55,376,5225,1
11572.3,69250.4,-5110.64,149,247,3373,2
10184.2,34709.5,-4428.3,109,208,1691,5
7243.08,5371.42,-1570,17,79,292,2
4307.6,3945.18,-1413.89,16,72,340,3
5147.06,3409.3,-787.551,47,51,132,5
8554.05,26969.4,-2900,35,156,1364,2
9529.37,55288,-4134,28,193,2894,1
9582.41,44132,-4902,21,205,2387,1
5702.76,4130.16,-1568.15,126,88,318,2
9424.97,39729.5,-2940,21,196,1885,3
15734.7,104475,-8409,168,350,4525,1
12332.1,85742,-7471,52,326,3891,1
10165.3,38181.2,-3980.3,33,193,2118,3
8082.78,31458,-3113,24,158,1806,1
8070.09,4767.73,-2663.94,23,131,271,5
11627.1,35361,-4633,34,209,1690,1
8414.06,11998.3,-2544.67,80,128,693,3
9183.59,31143,-2400,44,192,1470,1
7493.64,4608.87,-1780,28,86,205,4
13150.3,40374.7,-4030,31,234,1581,2
9452.31,24740.8,-458,10,166,1111,4
11016.7,86033,-3810,29,220,3450,4
20200.6,230684,-7200,110,537,8350,3
11730.8,46003.9,-5000,32,215,2188,3
13882.3,142880,-5740,51,315,5844,3
9227.21,27519.4,-2983.57,91,158,1403,3
9741.53,36221.1,-3770,41,196,1997,5
7797.13,12825,-2839.57,15,132,806,4
10074.4,34065.5,-4368.03,109,208,1691,5
5983,10952.5,-1935.74,19,102,764,4
5466.68,3338.49,-1077.68,39,71,249,4
17925.9,139687,-9530,70,449,5537,2
13212.3,89325.5,-4850,56,254,3885,4
6119.58,11141.6,-1881.59,24,102,764,4
4328.9,1299.73,-829.902,21,51,102,5
9082.22,51979.8,-3410,24,188,2599,3
24408.4,473041,-10700,40,483,15505,3
12755.7,60122.2,-5510,32,247,2754,3
10474.2,28055.3,1550,19,194,1521,5
22632.9,278860,-9806.16,77,468,9276,5
4103.93,1935.45,-1063.05,5,63,166,3
8815.98,27315,-1870,39,156,1364,4
13088.3,38582,-4539,22,197,1519,1
15247.7,61967.4,-5030,40,215,2188,3
8926.61,11228.9,-2771.8,39,156,654,5
8655.88,26384.2,-3231.64,34,157,1519,4
7537.18,10427.3,-2415.85,23,123,621,4
8421.04,12351.7,-2506.52,87,128,693,4
3735.63,2096.18,-1046.58,23,54,165,2
8516.19,24631.2,-3131.79,33,157,1519,4
9747.11,38774.8,-3722.78,52,180,2054,4
11462.1,81596,-7597,38,253,3709,1
21884.5,410891,-8950,63,473,14125,2
20692.3,238782,-8620,99,537,8350,3
16909.2,111807,-6180,36,322,4619,4
7659.14,9410.29,-2999,99,130,490,2
10104.8,10510.1,-2380,36,154,587,2
13153.3,32392,-6684,32,217,1581,1
20780.1,203310,-11490,202,471,6077,1
16649,180424,-10480,50,356,6857,1
9443.41,53391.5,-2060,32,188,2599,4
3939.38,1930.02,-1147.13,8,63,166,3
5691.93,5129.12,-1460,22,85,343,5
22053.8,515804,-11542,143,540,18067,4
16276.2,117450,-5190,55,271,4426,3
9099.99,16482.4,-4160.46,88,172,973,4
17418.4,136908,-7619,78,351,5325,1
6577.57,10291.9,-3010,14,109,689,3
21176,339891,-6830,116,462,11563,3
9331.59,30371.9,-3177.58,120,171,1747,5
4094.1,2189.74,-1076.86,20,54,165,2
23686.5,259457,-10100,92,537,8350,2
6548.9,5255.66,-1700,8,79,292,2
4909.39,2881.56,-1270.76,51,67,224,3
20255.3,252477,-14900,60,540,8870,3
24629.5,685978,-19624,82,644,21043,1
16482.2,160019,-7596.71,76,352,6744,2
11353.1,80131,-8135,166,279,3798,1
4070.06,1449.16,-918.327,41,52,133,2
3776.45,1451.23,-977.193,39,52,133,2
9858.37,34123.4,-3504.69,81,176,1922,4
21834.7,414636,-9910,70,473,14125,3
11585.3,31397.8,-1130,29,166,1111,4
13941.2,52620.3,-5961.18,55,288,2334,5
4792.93,2982.05,-1222.96,40,71,249,3
14931.7,78971,-7194.38,63,320,3466,5
12249.3,92012.1,-5250,50,254,3885,2
12397.3,56581,-4516,39,248,2753,1
20790.8,176798,-9000,92,449,5537,2
9570.29,34312.9,-4570.69,131,208,1691,4
14459.7,143799,-5930.87,176,308,6057,4
19188,163557,-9780,84,388,6290,4
9813.98,10188.8,-2650,35,154,587,3
10931.6,39209.7,-3855.98,24,193,2118,4
22649.5,515394,-11506.2,150,540,18067,4
4590.72,2414.36,-917.289,28,54,165,4
9224.8,20473.4,-3515.7,102,163,1162,4
8875.98,11610.8,-3093.78,39,156,654,4
5582.09,7572.35,-1858.38,73,104,457,2
12625.8,105613,-5668,31,249,4156,1
4892.3,3269.42,-1139.01,32,71,249,3
9454.53,27663.8,-2981.07,101,158,1403,4
11533.2,49333,-5951,173,243,2390,1
8872.01,20199,-2388,31,157,1158,1
21265.3,293912,-14710,105,517,10114,1
7824.71,6349,-4205,41,125,399,1
17432.4,245147,-10885,89,373,8989,1
8919.9,26436.9,-1960,34,156,1364,4
13742.4,59644.8,-5010,31,247,2754,3
7447.06,27154.5,-2350,36,166,1414,3
11065.4,68430.3,-5289.23,142,247,3373,5
5921.16,5460,-1488,5,67,339,1
9408.54,9499,-2491,25,103,344,1
10145.5,33967.8,-3562.7,95,176,1922,5
12228.2,70195,-5608.77,45,262,3211,5
16879.3,253730,-10642,71,381,9943,1
17674.7,201592,-7906,74,389,7582,1
5156.99,4323.73,-1288.45,14,72,340,5
17831.4,185697,-9459,60,404,7704,1
9674.42,27929.3,-2410,34,156,1364,5
10662.4,38621.7,-3960.21,40,193,2118,5
8175.12,22959,-1909,14,157,1358,1
5010.96,4289.73,-778,21,88,292,2
5415.79,4326.68,-1245.13,22,72,340,3
20959,176374,-9300,98,449,5537,2
4018.78,2223.47,-1024.01,21,54,165,2
14600.2,55287.7,-4580,37,215,2188,4
14112.3,66659.6,-3810,51,224,2192,3
4543.85,4128.51,-1610,8,79,317,2
9377.46,11261.9,-2945.66,41,156,654,5
4087.9,1919.47,-1106.19,7,63,166,2
6056.62,5194.69,-1460,21,85,343,5
9519.26,30706.2,-3252.96,118,171,1747,5
12750,49277.9,-4500,32,234,2464,4
8306.72,12053.4,-2598.95,89,128,693,2
11650.2,36852.9,-3880,24,234,1581,2
15345.2,125831,-9607,36,336,5220,1
8358.35,12491.7,-2562.73,80,128,693,3
5228.52,4079.1,-248,13,79,317,2
14591,161688,-8436.98,66,362,6628,1
7043.2,11948,-1980,43,119,690,1
8476.73,26884.6,-2710,36,166,1414,5
11734,73532.7,-4230,22,249,3630,2
3700.44,2140.08,-599.397,4,43,161,5
9141.87,25906.7,-3492.89,28,174,1415,4
4034.9,1939.26,-1073.54,5,63,166,3
5700.81,2223.87,-1375.97,19,82,185,4
23255.4,279106,-13915,284,521,9407,1
9795.28,52610,-3420,25,188,2599,3
23394.3,516483,-11403.1,119,540,18067,4
9346.29,25828.7,-3216.09,24,174,1415,4
2682.02,66.7695,-428,8,33,5,3
9037.75,11260.3,-3061.14,37,156,654,4
9861.15,55495,-5279,170,212,2674,1
12106.4,60134,-9203,126,263,2535,1
13877.8,112508,-8213,221,279,4813,1
4096.15,2183.64,-1044.29,20,54,165,2
5840.57,4757.93,-1430,20,85,343,5
12939.2,74769,-5990,38,247,3295,1
16010.8,119784,-4200,57,271,4426,3
9357.68,11590.6,-2949.72,29,156,654,4
13322.2,90974,-8292,12,229,2755,1
5511.4,4337.89,-1420,18,88,292,2
9191.98,28537.9,-3436.22,32,179,1626,5
9305.3,37445.8,-3791.2,44,180,2054,4
10295.2,38131.6,-3835.82,25,193,2118,4
10799.5,46067,-4567,18,193,2056,1
18456.5,309079,-10674,339,448,10961,1
21048.8,414830,-9340,76,473,14125,5
10010.8,10342.1,-2560,38,154,587,2
6853.88,5307.66,-2174.49,65,107,346,3
13494.7,47020,-7209,42,247,2062,1
11448.8,29027.4,-1110,31,166,1111,4
10938.3,52130.8,-4419.01,105,209,2534,5
23848.5,469672,-10800,59,483,15505,2
18884.2,304987,-10969,107,426,11419,1
15631.3,119429,-1810,70,271,4426,3
6698.31,26212,-2107,38,136,1463,1
13749.3,92395.8,-6910,54,254,3885,4
16448.7,322709,-9759,63,452,11273,1
9621.79,38760.1,-2490,15,196,1885,3
8787.49,29620,-4037,19,173,1575,1
8869.61,19909.4,-2709.07,88,151,1023,5
6749.24,10426,-1457,24,114,690,1
10921.8,38127.8,-4102.48,100,205,1751,2
5433.79,4239.3,-628,18,88,292,5
9715.44,38207,-3087,151,191,1989,1
16205.7,198143,-9120,53,390,7459,5
9381.58,13727,-2958.43,20,148,729,4
6163.83,4468.37,-3250,9,86,205,2
14837.1,140123,-4440,46,315,5844,3
8253.16,23231.8,-2856.74,25,154,1252,4
11368.6,49334.2,-5850,25,215,2188,3
12449.5,80687.2,-4560,31,272,3539,3
10949.7,27047.9,-4270.41,55,214,1469,4
4652.98,2949.59,-1220.68,39,71,249,3
9453.8,17154.7,-4062.66,38,183,931,5
6445.09,13085.6,-1686.87,17,96,804,2
11608.7,57005,-6770,50,251,2677,1
9714.21,29589.7,-1950,29,156,1364,5
11593.5,55459,-5079,46,243,2605,1
12923.2,60444,-4770,25,247,2754,3
13619.4,92746.5,-6700,71,254,3885,3
9816.1,10127.9,-2610,37,154,587,2
7138.94,14072.5,-2374.99,84,120,809,2
7986.62,12876.8,-2603.86,24,132,806,4
15507.1,115338,-4790,49,271,4426,3
6528.97,13262.9,-1612.31,17,96,804,2
5646.36,4383.27,-345,20,88,292,5
8518.72,25884.1,-2420,45,156,1364,5
22649.8,306701,-10449,139,461,10392,1
10869.5,37399,-3637,32,230,1877,1
22219.8,407653,-7820,55,473,14125,4
12379.9,69765,-8529,150,278,3378,1
8783.9,24143,-3999,76,155,1307,1
13110.5,76203,-5420.78,47,262,3211,4
14826,59180.9,-6710.6,152,305,2610,2
15579.8,154695,-7893,200,334,5854,1
9330.67,16577.8,-3996.61,81,172,973,5
7527.66,9389.66,-3013.28,99,130,490,2
23046.1,515434,-11508.2,138,540,18067,4
9541.81,53366.9,-3630,28,188,2599,4
7419.69,9282.9,-3081.54,18,138,554,2
4815.26,3219.61,-1190.47,26,71,249,4
9025.98,10991.8,-2952.18,27,156,654,4
5655.46,7107.36,-1684.32,53,93,545,4
2875.87,49.9956,-390,6,33,5,5
8640.4,20537,-3431.17,88,163,1162,4
9239.98,26695.7,-2210,28,156,1364,3
15107.3,141034,-4500,40,315,5844,3
15037.6,60501.4,-6462.5,144,305,2610,3
18431.4,145997,-6345.38,136,362,5847,3
6831.85,14129,-3031,15,118,972,1
12630.5,74799.7,-4640,19,249,3630,2
8394.69,9873.86,-2364.55,12,123,621,3
7346.26,9226.44,-2589.16,18,123,621,2
12846.2,79099.7,-6100,55,272,3539,3
5793.55,4132.68,-1561.2,127,88,318,2
11690.3,95094,-4200,55,245,4709,1
7101.17,4091.4,-2246.88,69,101,249,4
18985.8,148625,-7334,68,377,4929,1
8017.54,20866,-4007,105,151,1260,1
10516.3,39183.7,-4243.59,93,205,1751,3
11047.9,52792,-4348.23,29,215,2394,4
10627.7,57523.4,-4557.2,134,217,2904,2
7019.52,13275.3,-1477.81,18,96,804,2
8814.81,11444.1,-3152.74,29,156,654,4
16823.8,201357,-9300,42,390,7459,4
12559.6,46740,-6053,142,243,2195,1
2676.47,48.868,-725,6,33,5,3
6170.51,7601.68,-2120,19,102,516,4
6995.16,13293.2,-1467.82,22,96,804,2
6874.98,14317.5,-2524.35,84,120,809,4
4855.19,1081,-1155,21,50,72,1
9529.9,10347.9,-2530,33,154,587,3
7033.43,5224.05,-2167.95,60,107,346,3
6790.95,4019.26,-2310.3,77,101,249,5
10606.5,38262.6,-3778.36,27,193,2118,3
10690.5,37806,-4200.8,126,205,1751,2
16264.5,139893,-12300,90,449,5537,2
2497.86,48.856,-286,6,33,5,2
15418.3,59063,-6534.57,156,305,2610,2
7210.83,15829.1,-2686.69,68,134,970,3
20612.4,255503,-1710,78,540,8870,3
4165.28,2013.43,-1086.75,6,63,166,3
4236.21,1110.1,-876.779,24,51,102,5
9577.21,33050.9,-3587.86,96,176,1922,3
16549.8,164117,-7680.05,67,352,6744,3
15620,115277,-4880,55,271,4426,3
12587.3,37447.7,2980,33,234,1581,3
22929.5,519889,-11383.9,118,540,18067,4
9501.27,37977,-3773.27,40,180,2054,5
4162.97,1941.62,-1068.4,8,63,166,3
5688.74,5146.01,-1830,23,85,343,5
18563.1,274133,-7405,58,458,9003,1
14936.4,58374.5,-5070,38,215,2188,3
8754.11,27397,-4556,13,142,1255,1
9772.49,25463,-173,16,166,1111,3
9780.49,30493.7,-3140.44,115,171,1747,4
6149.15,6350,-2145,15,91,426,1
13388.6,60626.6,-3170,42,247,2754,3
2485.83,54.8218,-5.91,92,33,5,2
24477.6,473378,-10900,51,483,15505,3
7767.9,11360.2,-3371.74,24,156,654,4
10131.3,35431.2,-4283.73,106,208,1691,5
7063.76,7230.21,-1890,162,109,486,4
18898.4,152912,-9480,80,449,5537,2
12682,38214,-7171,19,162,890,1
13159.6,58970,4340,45,224,2192,4
14760.5,70045,-5125,100,243,2675,1
12211.6,42337,-6104,44,221,1749,1
14773.9,165250,-5893,52,347,6860,1
8154.8,12088.1,-2519.82,82,128,693,3
13975.5,142789,-6115.95,177,308,6057,3
6262.62,7774.27,-1686.72,49,93,545,3
12423.8,51665,-7282,56,302,2403,1
3667.89,1830.27,-1254.23,7,63,166,1
22640.5,471490,-13900,61,483,15505,3
18063.7,197087,-8520,43,390,7459,4
9300.1,52050.7,-2420,35,188,2599,5
8002.14,27171.9,-2889.25,88,156,1521,5
9161.35,37874.8,-2100,16,196,1885,3
2264.19,52.2585,-514,96,33,5,4
2743.05,95.7045,80.7,92,33,5,3
5240.54,4306.44,-979,9,79,317,2
11157.4,84524.7,-2110,18,220,3450,3
8608.3,19573.6,-2697.6,90,151,1023,5
13547.1,52219.4,-6103.79,54,288,2334,4
12114.4,73644.5,-4430,22,249,3630,2
7888.73,4883.07,-2551.8,25,131,271,5
6190.68,8051.45,-1940,157,109,486,5
14018.5,140595,-5330,45,315,5844,2
4997.08,4268.37,-670,20,88,292,2
14688,108935,-7495,29,338,4347,1
10316.6,51449.6,-2820,19,188,2599,5
10166,33828.7,-3368.04,86,176,1922,5
8228.31,5482.6,-2100,27,86,205,5
9365.7,50858.3,-3600,29,188,2599,3
12792.2,60043.9,-4550,28,247,2754,3
6060.12,12913,-231,62,109,806,1
5649.4,7640.84,-1868.77,75,104,457,2
6700.51,6914.15,-1628.83,51,95,427,5
10787.3,43054,-5552,45,215,2060,1
8893.55,16653.9,-2732.41,81,142,844,3
9683.36,17145.6,-3887.35,81,172,973,3
6015.99,4186.63,-908.565,95,88,318,2
8398.63,37355.1,-4363.98,59,193,2118,5
24191.1,252677,-7870,101,537,8350,5
9998.16,26538.1,-3270.87,27,174,1415,4
6853.27,9145.91,-2962.84,22,138,554,4
5222.18,3480.52,-818.913,49,51,132,3
